,content,rating
327,"Ottimo tessuto, molto molto simile al tessuto usato in prodotti di alta gamma che costano tre/quattro volte tanto. Essendo in microfibra, serve un poco di abitudine ad utilizzarlo perché risulta molto sottile, ma asciuga benissimo il corpo ed asciuga poi velocemente una volta appeso dopo l'uso. Non lascia nessun pelucco o filo, si può usare direttamente appena estratto dalla sua busta di plastica. La busta ha una cerniera e può essere riutilizzata per riporlo una volta asciutto. Il colore è molto acceso ed è adatto più a donna che a uomo. Le misure sono un po' piccole, quindi prendete la taglia superiore per stare sicuri.",5
328,"Ho acquistato questo accappatoio come regalo per il mio ragazzo, e ne è rimasto soddisfatto. Il precedente modello era grosso e morbido ma asciugava poco, per cui ho voluto scegliere questo modello per avere una migliore capacità di asciugatura, e ne siamo rimasti soddisfatti. La taglia L è adatta alle sue misure (80kg per 1,75); a me sembrerebbe leggermente corto di maniche ma chi lo usa dice invece che la misura è giusta. Prima di utilizzarlo ho effettuato un lavaggio preliminare e mi sono accorta che non ha perso colore, nonostante lo avessi lavato insieme ad altri capi, cosa molto positiva de considero che altri modelli con il primo lavaggio avevano stinto leggermente. Il prezzo è più che adeguato alla qualità del prodotto per cui ne consiglio l’acquisto.",4
329,Purtroppo devo scrivere una recensione non proprio positiva. L'ho lavato in lavatrice assieme ad altri capi e mi ha stinto tutti gli altri panni .Poi l'ho asciugato nella asciugatrice e mi ha lasciato sul filtro tantissimi pelucchi.Speriamo che questo inconveniente sia solo al primo lavaggio.,3
330,"Devo dire che sono molto contento, perchè al secondo tentativo ho trovato quello che cercavo. Avevo già preso una macchina per il sottovuoto (più economica) e non mi sono trovato molto bene. In questo caso però sono veramente soddisfatto. Lo sono perchè questa qua fa il suo dovere egregiamente e anche velocemente, facilissima da usare (ha un tasto per funzione, diversamente a quella che avevo preso che aveva solo un tasto e mille procedure da seguire). Funziona molto bene anche per sigillare senza fare il vuoto e per fare il vuoto dai contenitori di plastica che hanno l'apposita apertura ( li si trova dai cinesi a poco). Arrivata ben imballata e protetta. Vi metto qualche foto qua sotto così da rendere l'idea.  Consiglio di prendere il rotolo di plastica dal quale si taglia il sacchetto della misura che si vuole e poi si sigillano le estremità con la macchina. Se avete domande scrivete pure, se vi sono stato utile mettetemi un utile qua sotto, a voi non costa nulla ma a me farebbe un sacco piacere.",5
331,"Macchina sottovuoto arrivata subitissimo, ordinata venerdì arrivata sabato mattina, subito provata per mettere via mocetta e salami e va molto bene, nella confezione 5 sacchetti piccoli e 5 medi, quelli più utili sono o medi xke i piccoli sono veramente molto piccoli ma ottimo prodotto! Consigliatissimo è facile da usare.",5
332,"Mi stupisco sempre quando leggo recensioni negative: perché non aspira, perché non sigilla, etc. etc. E mi stupisco ancora di più vedendo video dove sbagliano clamorosamente la procedura non solo della sigillatura ma anche del rilascio della busta sigillata. La macchina, nella sua incredibile semplicità, funziona bene e i soldi sono ben spesi. Punto. Un consiglio per i detrattori: leggete prima le istruzioni.",4
333,"Che dire?! Le foto parlano da sole,ho provato chiudere diversi cibi (anche con dei contenitori), diverse consistenze e grandezze. Funziona alla grande.. E facile da usare, no ne ingombrante per niente, leggera, siggila in pochissimi secondi, ho acquistato dei rotoli di un'altra marca (vedi foto) per poter scegliere la grandezza scelta da me, (non ho esperienza con altri tipi di sacchetti) ma con questi mi sono trovata subito bene, non ha importanza scegliere della stessa marca più importante che c'è scritto Soto vuoto.. A quel prezzo non avevo grandi aspettative invece sono rimasta piacevolmente sorpresa.. La mia recensione si basa sulla prima esperienza che come avete visto e positiva, ovviamente il tempo parlerà",5
334,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
335,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
336,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
337,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
338,Ho già una altra macchina per sottovuoto sicuramente di una marca più nota ma modello base comprato anni fa. Questa è un giocattolino e assolutamente inefficace. Ho provato a mettere sottovuoto un salame e due pezzi di formaggio ma la macchina aspira poco e non crea un vero sottovuoto ahimè. Direi che procederò al reso perché o è difettosa o comunque non ha una potenza adeguato. Segnalo anche molto scomoda da aprire perché si fa poca presa sui pulsanti laterali. Non ne consiglio l'acquisto.  Meglio investire una 20ina di euro in più.,1
339,"Compero questa piccola macchina per il sottovuoto, perfetta per la mia piccola casa perché poco ingombrante. Leggo le istruzioni in inglese, fortuna vuole non fossero scritte in cinese, ma il funzionamento é intuitivo al massimo. La macchina fa il sottovuoto e sigilla, oppure sigilla solamente. Queste le note positive richieste. La macchina però, a mio avviso, esegue il sottovuoto in maniera approssimativa perché il motore é poco performante. Senza troppe pretese.",2
340,"Devo dire che sono molto contento, perchè al secondo tentativo ho trovato quello che cercavo. Avevo già preso una macchina per il sottovuoto (più economica) e non mi sono trovato molto bene. In questo caso però sono veramente soddisfatto. Lo sono perchè questa qua fa il suo dovere egregiamente e anche velocemente, facilissima da usare (ha un tasto per funzione, diversamente a quella che avevo preso che aveva solo un tasto e mille procedure da seguire). Funziona molto bene anche per sigillare senza fare il vuoto e per fare il vuoto dai contenitori di plastica che hanno l'apposita apertura ( li si trova dai cinesi a poco). Arrivata ben imballata e protetta. Vi metto qualche foto qua sotto così da rendere l'idea.  Consiglio di prendere il rotolo di plastica dal quale si taglia il sacchetto della misura che si vuole e poi si sigillano le estremità con la macchina. Se avete domande scrivete pure, se vi sono stato utile mettetemi un utile qua sotto, a voi non costa nulla ma a me farebbe un sacco piacere.",5
341,"Macchina sottovuoto arrivata subitissimo, ordinata venerdì arrivata sabato mattina, subito provata per mettere via mocetta e salami e va molto bene, nella confezione 5 sacchetti piccoli e 5 medi, quelli più utili sono o medi xke i piccoli sono veramente molto piccoli ma ottimo prodotto! Consigliatissimo è facile da usare.",5
342,"Mi stupisco sempre quando leggo recensioni negative: perché non aspira, perché non sigilla, etc. etc. E mi stupisco ancora di più vedendo video dove sbagliano clamorosamente la procedura non solo della sigillatura ma anche del rilascio della busta sigillata. La macchina, nella sua incredibile semplicità, funziona bene e i soldi sono ben spesi. Punto. Un consiglio per i detrattori: leggete prima le istruzioni.",4
343,"Che dire?! Le foto parlano da sole,ho provato chiudere diversi cibi (anche con dei contenitori), diverse consistenze e grandezze. Funziona alla grande.. E facile da usare, no ne ingombrante per niente, leggera, siggila in pochissimi secondi, ho acquistato dei rotoli di un'altra marca (vedi foto) per poter scegliere la grandezza scelta da me, (non ho esperienza con altri tipi di sacchetti) ma con questi mi sono trovata subito bene, non ha importanza scegliere della stessa marca più importante che c'è scritto Soto vuoto.. A quel prezzo non avevo grandi aspettative invece sono rimasta piacevolmente sorpresa.. La mia recensione si basa sulla prima esperienza che come avete visto e positiva, ovviamente il tempo parlerà",5
344,"Prodotto arrivato prima del tempo. Perfette condizioni di imballaggio. All’interno vi sono le istruzioni in italiano facilmente comprensibili. Dimensioni adatte per riporre il prodotto anche in poco spazio della dispensa. Ottimo prodotto, perfettamente funzionante.",5
345,"Un apparecchio che va al di là di quanto mi aspettavo. Avevo bisogno di una macchina per sottovuoto per la quale non dovessi spendere oltre 60/70€, e che non fosse ingombrante. Ho cercato fra le tante offerte e questa mi ha proprio convinto. È piccola ma efficiente; bella per la sua forma, ed anche robusta. Il prezzo e la sua qualità ne consigliano senza alcun dubbio l'acquisto.",5
346,"Ho provato oggi questa macchina sottovuoto, ma la funzione di aspirazione dell'aria non funziona assolutamente, funziona solo la funzione di sigillatura. Per l'uso che ne devo fare la sola sigillatura non va bene, come non va bene  vendere un oggetto come professionale quando professionale non è. In più la macchina può sigillare solo buste da 20 cm e non da 30 come erroneamente scritto nella descrizione. Ho chiesto il reso immediato dell'oggetto che ho acquistato per la seconda volta, ma che purtroppo non funziona, adesso dovrò aspettare altre tre settimane per riceverne una nuova, tra spedizione, rimborso e nuovo acquisto.",2
347,"Allora premetto che appena ricevuto il prodotto mi ha dato l'impressione di essere di buona qualità, solido ed era fornito di tutto l'occorrente (alcuni campioni di sacchetti, una guarnizione di scorta ed il tubicino per fare il vuoto nei barattoli dotati di coperchio con valvola). Purtroppo dopo circa 3 mesi di uso occasionale mi sono accorto che sigillava i sacchetti prima che si fosse creato un buon vuoto. Lasciando quindi dell'aria all'interno. Ho segnalato la cosa ad Amazon che mi ha comunicato che la politica del venditore in questi casi prevedeva il rimborso. Ho quindi reso l'articolo e provveduto a comprarne un altro identico. Vedremo come andrà questo ma credo di essere stato solo sfortunato perchè l'articolo mi sembra tuttaltro che di scarsa qualità.",3
