"title","content","date","variant","images","verified","author","rating","product","url" 
"tv molto interessante","Tv molto prestazionale ed anche economico, molto interessante per mezzi con alimentazione a 12 volt e ingresso satellite. Ho visto l' esistenza di modelli più grande ma non si trova facilmente. Ottimo prodotto qualità prezzo, ottima visione anche lateralmente. Qualche problema con i canali richiamandoli dal numero escono correttamente facendo scorrere con frecce si visualizzano diversamente dall' ordine cronologico di numerazione","Recensito in Italia il 16 giugno 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Massimo","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Sistema terrestre buono; satellitare non ordina canali","Il televisore è funzionante ed ha una discreta immagine. Il punto dolente è il satellitare. L'ho installato sul mio camper, con antenna satellitare e l'ho dotato di CAM con scheda TVsat. I problemi sono due: innanzitutto la CAM e la scheda sporgono molto  da un  lato della tv, rendendo la cosa antiestetica e poco pratica; poi la sintonia dei canali non è dotata di sistema di ordinamento, quindi è necessario pescarsi  i canali di interesse e salvarli uno per uno. Sono stato costretto a dotarlo di un decoder TVsat.","Recensito in Italia il 25 luglio 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","massimiliano aniballi","2","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Televisore Con digitale terrestre","Appena tolto dalla scatola ho pensato che ci fosse qualcosa che non andava, era davvero troppo leggero. Inoltre non capivo come sintonizzarlo ed ho anche avuto altri problemi ( sfortuna vuole che mi si è staccata l'antenna dal tetto ). Il televisore è buono, si vede bene, si sente bene, è leggero e consuma poco. Non lo restituisco più, è davvero OK.","Recensito in Italia il 23 febbraio 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Luca","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Ottima TV per camper","Ottima TV per il camper, mi ha piacevolmente sorpreso. La visione è nitida. Purtroppo l'immagine si oscura e diventa incomprensibile al variare dell'angolazione di visione e questo mi ha un po' deluso. Incredibilmente leggera e dotata di porte di svariati tipi. Tutto sommato il rapporto qualità prezzo è molto buono.","Recensito in Italia il 28 marzo 2019","","","Yes","Darel","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"buon prodotto per il prezzo che ha","la visualizzazione è buona, solo che l'angolo di visuale non è dei migliori, nel senso che per essere vusualizzata bene l'immagine senza disorsione dei colori, si deve essere davanti alla tv o almassimo con un angolo di 50-60 gradi per lato (quindi unampiezza di 100-120 gradi), dopo di che i colori e l'immagine cominciano ad essere inguardabili). è stato messo in cucina su una mensola poco sistante dai fornelli e per questo locale, soggetto ad umidità, va benissimo (per il momento, ad a un mese dall'aquisto). consigliato se non si hanno elevate esigenze di perfezione.","Recensito in Italia il 22 ottobre 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","tony","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"OTTIMO LO CONSIGLIO","mi serviva un televisore di piccole dimensione leggero e facile da spostare tra cucina e altro ambiente quando ospito i nipoti Installazione facilissima, risoluzione video e audio più che sufficiente in rapporto al prezzo- Con collegamento HDMI ho installato Chormecast e quindi ho una smart tv con usb funziona benissimoi, non ho ancora provato a collegare la Xbox Per quello che ho pagato mi ritengo più che soddisfatta, forse con il senno di poi mi sarebbe convenuto spendere qualche euro in più per avere il lettore DVD integrato ma in ogni caso PROMOSSO A PIENI VOTI","Recensito in Italia il 12 ottobre 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","magamagò","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Il monitor-TV quasi tascabile.","Carino, leggero, ha le dimensioni di un portatile. Ottime le immagini ed i colori. Buono il decoder digitale terrestre integrato. Tempi di consegna ? E' arrivato con due giorni di anticipo rispetto alla data fissata. Grazie e saluti. luigi","Recensito in Italia il 4 agosto 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","LUIGI GARGIULO","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Leggerissima e funzionale","Montata nel camper in 10 minuti, la tv è leggerissima e viene sostenuta molto facilmente dalla staffa pieghevole che ho scelto. La visione è buona, ma bisogna avere l'accortezza di orientare bene la tv, se la guardi dal basso e troppo di lato tende a scurire ma a questo prezzo non si può assolutamente pretendere di più. Dalla chiavetta legge praticamente qualsiasi formato, la sintonia dei canali è molto buona. Molto soddisfatto dell'acquisto,","Recensito in Italia il 24 giugno 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Stefano Riccobelli","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews
"
"Informazioni caratteristiche errate","E' un ottimo prodotto, peccato che le caratteristiche indicate non corrispondono al vero, infatti viene indicato che èpredisposta a ricevere anche segnale satellitare uilt-in DVB-T2, DVB-T(Terrestrial), DVB-C(cable TV), DVB-S2/S (Satellite TV), CI+, H. 265/HEVC. Energy class A+ , ma di fatto il ricevitore satellitare non c'è. Peccato.....","Recensito in Italia il 7 luglio 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Fausto Tullio","1","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Discreto","La dimensione dello spazio a mia disposizione ha ovviamente limitato di molto la scelta, Questo, infatti è un dei pochi Tv larghi meno di 40 cm. Il televisore si presente molto leggero, ma è gradevole dal punto di vista estetico la dotazione è completa di telecomando, pile e cavo per l'alimentazione in auto La ricezione e il sistema operativo funzionano perfettamente La visualizzazione dell'immagine crea qualche problema è perfetta solo a condizione che ci si ponga di fronte e ad una certa altezza rispetto al monitor altrimenti l'immagine risulta essere di pessima qualità Con molta pazienza sono riuscito a collocarlo in condizioni da garantirne la visibilità ma il problema comunque resta","Recensito in Italia il 20 settembre 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Manlio P","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"tv molto interessante","Tv molto prestazionale ed anche economico, molto interessante per mezzi con alimentazione a 12 volt e ingresso satellite. Ho visto l' esistenza di modelli più grande ma non si trova facilmente. Ottimo prodotto qualità prezzo, ottima visione anche lateralmente. Qualche problema con i canali richiamandoli dal numero escono correttamente facendo scorrere con frecce si visualizzano diversamente dall' ordine cronologico di numerazione","Recensito in Italia il 16 giugno 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Massimo","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Sistema terrestre buono; satellitare non ordina canali","Il televisore è funzionante ed ha una discreta immagine. Il punto dolente è il satellitare. L'ho installato sul mio camper, con antenna satellitare e l'ho dotato di CAM con scheda TVsat. I problemi sono due: innanzitutto la CAM e la scheda sporgono molto  da un  lato della tv, rendendo la cosa antiestetica e poco pratica; poi la sintonia dei canali non è dotata di sistema di ordinamento, quindi è necessario pescarsi  i canali di interesse e salvarli uno per uno. Sono stato costretto a dotarlo di un decoder TVsat.","Recensito in Italia il 25 luglio 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","massimiliano aniballi","2","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Televisore Con digitale terrestre","Appena tolto dalla scatola ho pensato che ci fosse qualcosa che non andava, era davvero troppo leggero. Inoltre non capivo come sintonizzarlo ed ho anche avuto altri problemi ( sfortuna vuole che mi si è staccata l'antenna dal tetto ). Il televisore è buono, si vede bene, si sente bene, è leggero e consuma poco. Non lo restituisco più, è davvero OK.","Recensito in Italia il 23 febbraio 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Luca","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Ottima TV per camper","Ottima TV per il camper, mi ha piacevolmente sorpreso. La visione è nitida. Purtroppo l'immagine si oscura e diventa incomprensibile al variare dell'angolazione di visione e questo mi ha un po' deluso. Incredibilmente leggera e dotata di porte di svariati tipi. Tutto sommato il rapporto qualità prezzo è molto buono.","Recensito in Italia il 28 marzo 2019","","","Yes","Darel","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"buon prodotto per il prezzo che ha","la visualizzazione è buona, solo che l'angolo di visuale non è dei migliori, nel senso che per essere vusualizzata bene l'immagine senza disorsione dei colori, si deve essere davanti alla tv o almassimo con un angolo di 50-60 gradi per lato (quindi unampiezza di 100-120 gradi), dopo di che i colori e l'immagine cominciano ad essere inguardabili). è stato messo in cucina su una mensola poco sistante dai fornelli e per questo locale, soggetto ad umidità, va benissimo (per il momento, ad a un mese dall'aquisto). consigliato se non si hanno elevate esigenze di perfezione.","Recensito in Italia il 22 ottobre 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","tony","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"OTTIMO LO CONSIGLIO","mi serviva un televisore di piccole dimensione leggero e facile da spostare tra cucina e altro ambiente quando ospito i nipoti Installazione facilissima, risoluzione video e audio più che sufficiente in rapporto al prezzo- Con collegamento HDMI ho installato Chormecast e quindi ho una smart tv con usb funziona benissimoi, non ho ancora provato a collegare la Xbox Per quello che ho pagato mi ritengo più che soddisfatta, forse con il senno di poi mi sarebbe convenuto spendere qualche euro in più per avere il lettore DVD integrato ma in ogni caso PROMOSSO A PIENI VOTI","Recensito in Italia il 12 ottobre 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","magamagò","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Il monitor-TV quasi tascabile.","Carino, leggero, ha le dimensioni di un portatile. Ottime le immagini ed i colori. Buono il decoder digitale terrestre integrato. Tempi di consegna ? E' arrivato con due giorni di anticipo rispetto alla data fissata. Grazie e saluti. luigi","Recensito in Italia il 4 agosto 2018","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","LUIGI GARGIULO","4","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
"Leggerissima e funzionale","Montata nel camper in 10 minuti, la tv è leggerissima e viene sostenuta molto facilmente dalla staffa pieghevole che ho scelto. La visione è buona, ma bisogna avere l'accortezza di orientare bene la tv, se la guardi dal basso e troppo di lato tende a scurire ma a questo prezzo non si può assolutamente pretendere di più. Dalla chiavetta legge praticamente qualsiasi formato, la sintonia dei canali è molto buona. Molto soddisfatto dell'acquisto,","Recensito in Italia il 24 giugno 2019","Taglia: 16 pollici + caricabatterie auto (HDR)","","Yes","Stefano Riccobelli","5","HKC P7H6 Mini TV portatile (TV HD da 7 pollici) HDMI + USB, 60Hz, lettore multimediale, batteria integrata, caricatore per auto 12V, antenna portatile","https://www.amazon.it/HKC-P7H6-terrestre-compatibile-televisione/product-reviews/B07QJCH8RB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews&pageNumber=2
"
